Fecha	FB	AMZN	AAPL	NFLX	GOOG
2/6/14	63,08	308,84	22,45	60,29	552,41
30/5/14	63,30	312,55	22,61	59,69	558,36
29/5/14	63,83	313,78	22,69	59,31	558,55
28/5/14	63,51	310,16	22,29	57,32	560,14
27/5/14	63,48	310,82	22,34	56,97	564,40
23/5/14	61,35	312,24	21,93	57,48	551,19
22/5/14	60,52	304,91	21,69	55,97	543,57
21/5/14	60,49	305,01	21,65	55,80	537,46
20/5/14	58,56	301,19	21,60	53,10	528,32
19/5/14	59,21	296,75	21,59	52,07	527,41
16/5/14	58,02	297,70	21,34	49,98	519,20
15/5/14	57,92	295,19	21,03	49,17	518,56
14/5/14	59,23	297,62	21,21	50,27	525,21
13/5/14	59,83	304,64	21,21	49,59	531,63
12/5/14	59,83	302,86	21,17	49,35	528,47
9/5/14	57,24	292,24	20,91	46,94	517,31
8/5/14	56,76	288,32	21,00	45,95	509,60
7/5/14	57,39	292,71	21,15	45,79	508,56
6/5/14	58,53	297,38	21,23	46,60	513,73
5/5/14	61,22	310,05	21,46	49,20	526,36
2/5/14	60,46	308,01	21,16	48,66	526,48
1/5/14	61,15	307,89	21,12	48,07	529,90
30/4/14	59,78	304,13	21,07	46,01	525,22
29/4/14	58,15	300,38	21,15	45,70	526,26
28/4/14	56,14	296,58	21,22	44,89	515,73
25/4/14	57,71	303,83	20,43	46,01	514,77
24/4/14	60,87	337,15	20,28	49,15	523,72
23/4/14	61,36	324,58	18,74	50,50	525,50
22/4/14	63,03	329,32	18,99	53,27	533,35
21/4/14	61,24	330,87	18,97	49,78	527,17
17/4/14	58,94	324,91	18,75	49,39	534,63
16/4/14	59,72	323,68	18,54	47,34	555,02
15/4/14	59,09	316,08	18,50	46,61	534,97
14/4/14	58,89	315,91	18,63	47,37	531,06
11/4/14	58,53	311,73	18,56	46,67	529,15
10/4/14	59,16	317,11	18,70	47,82	539,47
9/4/14	62,41	331,81	18,94	50,43	562,60
8/4/14	58,19	327,07	18,69	49,84	553,38
7/4/14	56,95	317,76	18,70	48,29	536,68
4/4/14	56,75	323,00	18,99	48,19	541,65
3/4/14	59,49	333,62	19,24	50,67	568,18
2/4/14	62,72	341,96	19,38	51,84	565,45
1/4/14	62,62	342,99	19,34	52,10	565,61
31/3/14	60,24	336,37	19,17	50,29	555,45
28/3/14	60,01	338,29	19,17	51,27	558,46
